Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,547.0,0.0,0.0,-0.05,0.0,384.1,-5.7,22.0,60.9,69.6,0.0,0.0,1.64,1,22.5,15.5,38.17
0.1,547.0,0.0,0.0,-0.07,0.0,384.1,-5.7,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.5,38.17
0.2,547.0,0.0,0.0,-0.09,0.0,384.1,-5.7,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.5,38.17
0.3,547.0,0.0,0.0,-0.1,0.0,384.1,-5.7,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.5,38.17
0.4,547.0,0.0,0.0,-0.07,0.0,384.1,-5.73,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.5,38.17
0.5,547.0,0.0,0.0,-0.09,0.0,384.1,-5.78,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
0.6,547.0,0.0,0.0,-0.09,0.0,384.1,-5.77,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
0.7,547.0,0.0,0.0,-0.1,0.0,384.1,-5.72,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
0.8,547.0,0.0,0.0,-0.11,0.0,384.1,-5.73,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
0.9,547.0,0.0,0.0,-0.09,0.0,384.1,-5.78,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
1.0,547.0,0.0,0.0,-0.09,0.0,384.1,-5.77,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
1.1,547.0,0.0,0.0,-0.07,0.0,384.1,-5.72,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
1.2,547.0,0.0,0.0,-0.07,0.0,384.1,-5.7,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
1.3,547.0,0.0,0.0,-0.08,0.0,384.1,-5.7,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
1.4,547.0,0.0,0.0,-0.09,0.0,384.1,-5.73,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
1.5,547.0,0.0,0.0,-0.09,0.0,384.1,-5.78,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
1.6,547.0,0.0,0.0,-0.07,0.0,384.1,-5.73,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
1.7,547.0,0.0,0.0,-0.05,0.0,384.1,-5.63,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
1.8,547.0,0.0,0.0,-0.09,0.0,384.1,-5.63,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
1.9,547.0,0.0,0.0,-0.12,0.0,384.1,-5.68,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
2.0,547.0,0.0,0.0,-0.08,0.0,384.1,-5.7,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
2.1,547.0,0.0,0.0,-0.07,0.0,384.1,-5.7,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
2.2,547.0,0.0,0.0,-0.09,0.0,384.1,-5.73,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
2.3,547.0,0.0,0.0,-0.09,0.0,384.1,-5.78,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
2.4,547.0,0.0,0.0,-0.06,0.0,384.1,-5.8,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
2.5,547.0,0.0,0.0,-0.06,0.0,384.1,-5.8,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
2.6,547.0,0.0,0.0,-0.07,0.0,384.1,-5.87,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
2.7,547.0,0.0,0.0,-0.08,0.0,384.1,-5.97,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
2.8,547.0,0.0,0.0,-0.06,0.0,384.1,-6.27,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.5,38.17
2.9,547.0,0.0,0.0,-0.09,0.0,384.1,-6.67,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.48,38.17
3.0,547.0,0.0,0.0,-0.09,0.0,384.1,-6.63,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.43,38.17
3.1,547.0,0.0,0.0,-0.1,0.0,384.1,-6.38,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.38,38.17
3.2,547.0,0.0,0.0,-0.09,0.0,384.1,-6.3,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.33,38.17
3.3,547.0,0.0,0.0,-0.09,0.0,384.1,-6.3,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.28,38.17
3.4,547.0,0.0,0.0,-0.07,0.0,384.1,-6.3,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.23,38.17
3.5,547.0,0.0,0.0,-0.08,0.0,384.1,-6.3,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.18,38.17
3.6,547.0,0.0,0.0,-0.07,0.0,384.1,-6.27,22.0,23.0,69.6,0.0,0.0,1.6,1,22.5,15.13,38.17
3.7,547.0,0.0,0.0,-0.08,0.0,384.1,-6.22,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.08,38.17
3.8,547.0,0.0,0.0,-0.07,0.0,384.1,-6.3,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.03,38.17
3.9,547.0,8.25,0.0,-0.08,0.0,384.1,-6.45,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.0,38.17
4.0,547.0,11.08,2.49,-0.14,0.0,384.07,-6.6,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.0,38.17
4.1,547.0,10.93,9.94,-0.21,0.0,384.02,-6.75,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.0,38.17
4.2,547.0,10.75,11.51,-0.23,0.0,384.0,-6.87,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.0,38.17
4.3,547.0,10.6,15.47,-0.28,0.0,384.0,-6.97,22.0,23.0,69.6,0.0,0.0,1.64,1,22.5,15.0,38.17
