Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
0.1,484.0,0.0,0.0,-0.3,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
0.2,484.0,0.0,0.0,-0.3,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
0.3,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
0.4,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
0.5,484.0,0.0,0.0,-0.27,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
0.6,484.0,0.0,0.0,-0.27,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
0.7,484.0,0.0,0.0,-0.27,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
0.8,484.0,0.0,0.0,-0.27,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
0.9,484.0,0.0,0.0,-0.26,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
1.0,484.0,0.0,0.0,-0.27,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
1.1,484.0,0.0,0.0,-0.31,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
1.2,484.0,0.0,0.0,-0.3,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
1.3,484.0,0.0,0.0,-0.26,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
1.4,484.0,0.0,0.0,-0.26,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
1.5,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
1.6,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
1.7,484.0,0.0,0.0,-0.3,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
1.8,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
1.9,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
2.0,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
2.1,484.0,0.0,0.0,-0.26,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
2.2,484.0,0.0,0.0,-0.27,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
2.3,484.0,0.0,0.0,-0.26,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
2.4,484.0,0.0,0.0,-0.26,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
2.5,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
2.6,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
2.7,484.0,0.0,0.0,-0.3,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
2.8,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
2.9,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
3.0,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
3.1,484.0,0.0,0.0,-0.27,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
3.2,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
3.3,484.0,0.0,0.0,-0.26,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
3.4,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
3.5,484.0,0.0,0.0,-0.3,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
3.6,484.0,0.0,0.0,-0.31,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
3.7,484.0,0.0,0.0,-0.3,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
3.8,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
3.9,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
4.0,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
4.1,484.0,0.0,0.0,-0.3,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
4.2,484.0,0.0,0.0,-0.32,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
4.3,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
4.4,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
4.5,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
4.6,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
4.7,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
4.8,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
4.9,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
5.0,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
5.1,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
5.2,484.0,0.0,0.0,-0.26,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
5.3,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
5.4,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
5.5,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
5.6,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
5.7,484.0,0.0,0.0,-0.3,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
5.8,484.0,0.0,0.0,-0.3,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
5.9,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
6.0,484.0,0.0,0.0,-0.26,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
6.1,484.0,0.0,0.0,-0.28,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
6.2,484.0,0.0,0.0,-0.26,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
6.3,484.0,0.0,0.0,-0.29,0.0,391.3,-1.3,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
6.4,484.0,0.0,0.0,-0.28,0.0,391.3,-1.33,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
6.5,484.0,0.0,0.0,-0.26,0.0,391.3,-1.38,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
6.6,484.0,0.0,0.0,-0.26,0.0,391.3,-1.37,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
6.7,484.0,0.0,0.0,-0.3,0.0,391.3,-1.32,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
6.8,484.0,0.0,0.0,-0.29,0.0,391.3,-1.33,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
6.9,484.0,0.0,0.0,-0.26,0.0,391.3,-1.38,9.0,10.0,85.1,0.0,0.0,0.0,1,2.0,5.0,10.0
7.0,484.0,0.0,0.0,-0.29,0.0,391.3,-1.37,9.0,10.0,85.1,0.0,27.08,0.0,1,2.0,5.0,10.0
7.1,484.0,0.0,0.0,-0.28,0.0,391.3,-1.32,9.0,10.0,85.1,0.0,107.07,0.0,1,2.0,5.0,10.0
7.2,484.0,0.0,0.0,-0.26,0.0,391.3,-1.33,9.0,10.0,85.1,0.0,200.59,0.0,1,2.0,5.0,10.0
7.3,484.0,0.0,0.0,-0.29,0.0,391.3,-1.38,9.0,10.0,85.1,0.0,320.59,0.0,1,2.0,5.0,10.0
7.4,484.0,0.0,0.0,-0.29,0.0,391.24,-1.68,9.0,10.0,85.1,0.0,433.82,0.0,1,2.0,5.0,10.0
7.5,484.0,0.0,0.0,-0.28,0.0,391.14,-2.13,9.0,10.0,85.1,0.0,533.81,0.0,1,2.0,5.0,10.0
7.6,484.0,0.0,0.0,-0.27,0.0,391.1,-2.65,9.0,10.0,85.1,0.0,633.81,0.0,1,2.0,5.0,10.0
7.7,484.0,0.0,0.0,-0.28,0.0,391.1,-3.2,9.0,10.0,85.1,0.0,733.8,0.0,1,2.0,5.0,10.0
7.8,484.0,0.0,0.0,-0.3,0.0,391.07,-3.31,9.0,10.0,85.1,0.0,833.8,0.0,1,2.0,5.0,10.0
7.9,484.0,0.0,0.0,-0.3,0.0,391.02,-3.16,9.0,10.0,85.1,0.0,933.79,0.0,1,2.0,5.0,10.0
8.0,484.0,0.0,0.0,-0.28,0.0,390.97,-3.29,9.0,10.0,85.1,0.0,1040.53,0.0,1,2.0,5.0,10.0
8.1,484.0,0.0,0.0,-0.26,0.0,390.92,-3.59,9.0,10.0,85.1,0.0,1160.53,0.0,1,2.0,5.0,10.0
8.2,484.0,0.0,0.0,-0.28,0.0,390.9,-3.89,9.0,10.0,85.1,0.6,1273.77,0.0,1,2.0,5.0,10.0
8.3,484.0,0.0,0.0,-0.28,0.0,390.9,-4.19,9.0,10.0,85.1,0.6,1373.76,0.0,1,2.0,5.0,10.0
8.4,484.0,0.0,0.0,-0.27,0.0,390.84,-4.39,9.0,10.0,85.1,0.6,1473.76,0.0,1,2.0,5.0,10.0
8.5,484.0,0.0,0.0,-0.25,0.0,390.74,-4.54,9.0,10.0,85.1,0.6,1573.75,0.0,1,2.0,5.0,10.0
8.6,484.0,0.0,0.0,-0.28,0.0,390.7,-5.01,9.0,10.0,85.1,0.6,1673.74,0.0,1,2.0,5.0,10.0
8.7,484.0,0.0,0.0,-0.27,0.0,390.7,-5.66,9.0,10.0,85.1,0.6,1773.73,0.0,1,2.0,5.0,10.0
8.8,484.0,0.0,0.0,-0.32,0.0,390.67,-5.65,9.0,10.0,85.1,0.6,1880.47,0.0,1,2.0,5.0,10.0
8.9,484.0,0.0,0.0,-0.27,0.0,390.62,-5.25,9.0,10.0,85.1,0.6,2000.47,0.0,1,2.0,5.0,10.0
