Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,593.0,7.83,16.5,-0.11,0.0,387.0,-7.5,28.0,28.0,75.5,0.0,0,1.76,1,26.5,16.0,37.17
0.1,593.0,7.56,15.7,-0.09,0.0,387.0,-7.5,28.0,28.0,75.5,0.0,0,1.76,1,26.5,16.0,37.17
0.2,593.0,7.5,15.7,-0.07,0.0,387.0,-7.49,28.0,28.0,75.5,0.0,0,1.76,1,26.5,16.0,37.17
0.3,593.0,7.5,14.2,-0.06,0.0,387.0,-7.39,28.0,28.0,75.5,0.0,0,1.76,1,26.5,16.0,37.17
0.4,593.0,7.41,13.3,-0.05,0.0,387.0,-7.31,28.0,28.0,75.5,0.0,0,1.76,1,26.5,16.0,37.17
0.5,593.0,7.44,12.0,-0.04,0.0,387.0,-7.36,28.0,28.0,75.5,0.0,0,1.76,1,26.5,16.0,37.17
0.6,593.0,7.5,11.4,-0.04,0.0,387.0,-7.39,28.0,28.0,75.5,0.0,0,1.76,1,26.5,16.0,37.17
0.7,593.0,7.41,11.1,-0.04,0.0,387.0,-7.29,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
0.8,593.0,6.32,10.8,-0.03,0.0,387.0,-7.19,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
0.9,593.0,6.58,10.1,-0.02,0.0,387.0,-7.14,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
1.0,593.0,6.43,8.6,0.0,0.0,387.0,-7.08,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
1.1,593.0,6.43,7.8,0.01,0.0,387.0,-6.88,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
1.2,593.0,6.43,6.5,0.0,0.0,387.0,-6.68,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
1.3,593.0,6.25,5.7,0.01,0.0,387.0,-6.53,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
1.4,593.0,6.25,4.11,0.05,0.0,387.01,-6.39,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
1.5,593.0,6.18,3.1,0.07,0.0,387.06,-6.34,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
1.6,593.0,5.31,3.3,0.08,0.0,387.1,-6.29,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
1.7,593.0,3.7,2.4,0.12,0.0,387.1,-6.24,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
1.8,593.0,2.14,0.9,0.14,0.0,387.1,-6.2,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
1.9,593.0,2.08,0.0,0.12,0.0,387.1,-6.2,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
2.0,593.0,2.23,0.0,0.14,0.0,387.1,-6.19,28.0,28.0,75.5,0.0,0,1.72,1,26.5,16.0,37.17
2.1,593.0,3.93,-2.4,0.18,0.0,387.1,-6.14,28.0,28.0,75.5,0.0,0,1.72,1,26.5,15.99,37.17
2.2,593.0,7.84,-2.5,0.15,0.0,387.1,-6.11,28.0,28.0,75.5,0.0,0,1.72,1,26.5,15.94,37.17
2.3,593.0,9.8,0.0,0.12,0.0,387.1,-6.21,28.0,28.0,75.5,0.0,0,1.68,1,26.5,15.89,37.17
2.4,593.0,11.26,2.7,0.06,0.0,387.1,-6.31,28.0,28.0,75.5,0.0,0,1.68,1,26.5,15.84,37.17
2.5,593.0,11.6,8.2,-0.01,0.0,387.1,-6.41,28.0,28.0,75.5,0.0,0,1.68,1,26.5,15.79,37.17
2.6,593.0,11.53,6.7,-0.03,0.0,387.09,-6.52,28.0,28.0,75.5,0.0,0,1.68,1,26.5,15.74,37.17
2.7,593.0,11.31,10.2,-0.04,0.0,387.04,-6.67,28.0,28.0,75.5,0.0,0,1.67,1,26.5,15.69,37.17
2.8,593.0,11.25,11.1,-0.11,0.0,387.0,-6.81,28.0,28.0,75.5,0.0,0,1.67,1,26.5,15.64,37.17
2.9,593.0,11.34,11.7,-0.17,0.0,387.0,-6.91,28.0,28.0,75.5,0.0,0,1.67,1,26.5,15.59,37.17
3.0,593.0,11.4,13.22,-0.15,0.0,387.0,-7.01,28.0,28.0,75.5,0.0,0,1.67,1,26.5,15.54,37.17
3.1,593.0,11.25,14.1,-0.09,0.0,387.0,-7.06,28.0,28.0,75.5,0.0,0,1.66,1,26.5,15.5,37.17
3.2,593.0,11.25,14.95,-0.08,0.0,387.0,-7.1,28.0,28.0,75.5,0.0,0,1.66,1,26.5,15.5,37.17
3.3,593.0,11.25,15.0,-0.08,0.0,387.0,-7.1,28.0,28.0,75.5,0.0,0,1.66,1,26.5,15.5,37.17
3.4,593.0,11.25,13.78,-0.17,0.0,387.0,-7.09,28.0,28.0,75.5,0.0,0,1.65,1,26.5,15.5,37.17
3.5,593.0,11.4,13.05,-0.06,0.0,387.0,-7.04,28.0,28.0,75.5,0.0,0,1.65,1,26.5,15.5,37.17
3.6,593.0,11.25,13.05,0.22,0.0,387.0,-6.99,28.0,28.0,75.5,0.0,0,1.65,1,26.5,15.5,37.17
3.7,593.0,11.25,12.78,0.32,0.0,387.0,-6.89,28.0,28.0,75.5,0.0,0,1.65,1,26.5,15.5,37.17
3.8,593.0,11.25,11.28,0.24,0.0,387.0,-6.8,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
3.9,593.0,11.25,11.05,0.18,0.0,387.0,-6.8,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
4.0,593.0,11.16,10.78,0.14,0.0,387.0,-6.79,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
4.1,593.0,10.6,11.5,0.15,0.0,387.0,-6.74,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
4.2,593.0,10.33,10.45,0.19,0.0,387.0,-6.71,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
4.3,593.0,10.45,9.83,0.16,0.0,387.0,-6.76,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
4.4,593.0,10.45,10.0,0.07,0.0,387.0,-6.8,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
4.5,593.0,10.53,11.05,0.0,0.0,387.0,-6.8,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
4.6,593.0,10.45,11.67,-0.05,0.0,387.0,-6.81,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
4.7,593.0,10.84,11.78,-0.04,0.0,387.0,-6.86,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
4.8,593.0,11.47,13.0,-0.06,0.0,387.0,-6.91,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
4.9,593.0,11.93,13.95,-0.09,0.0,387.0,-6.96,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
5.0,593.0,13.41,14.83,-0.13,0.0,387.0,-7.01,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.5,37.17
5.1,593.0,14.43,16.17,-0.15,0.0,387.0,-7.06,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.49,37.17
5.2,593.0,16.2,16.78,-0.13,0.0,387.0,-7.12,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.44,37.17
5.3,593.0,17.13,18.25,-0.15,0.0,387.0,-7.27,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.39,37.17
5.4,593.0,17.36,20.5,-0.18,0.0,386.99,-7.42,28.0,28.0,75.5,0.0,0,1.64,1,26.5,15.34,37.17
