Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,575.0,0.0,0.0,0.224,0.0,389.8,-5.0,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
0.1,575.0,0.0,0.0,0.224,0.0,389.8,-5.0,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
0.2,575.0,0.0,0.0,0.20495,0.0,389.8,-5.02617,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
0.3,575.0,0.0,0.0,0.204,0.0,389.8,-5.07617,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
0.4,575.0,0.0,0.0,0.204,0.0,389.8,-5.07384,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
0.5,575.0,0.0,0.0,0.18491,0.0,389.8,-5.02384,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
0.6,575.0,0.0,0.0,0.184,0.0,389.8,-5.02616,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
0.7,575.0,0.0,0.0,0.16491,0.0,389.8,-5.07617,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
0.8,575.0,0.0,0.0,0.18305,0.0,389.8,-5.07382,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
0.9,575.0,0.0,0.0,0.184,0.0,389.8,-5.02382,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
1.0,575.0,0.0,0.0,0.2221,0.0,389.8,-5.05236,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
1.1,575.0,0.0,0.0,0.20491,0.0,389.8,-5.15235,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
1.2,575.0,0.0,0.0,0.204,0.0,389.8,-5.17382,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
1.3,575.0,0.0,0.0,0.22309,0.0,389.8,-5.12382,18.0,18.0,81.9,0.0,0.0,1.32,1,20.5,19.0,39.8413
1.4,575.0,0.0,0.0,0.16685,0.0,389.8,-5.1,18.0,18.0,81.9,0.0,0.0,1.36,1,20.5,19.0,39.8413
1.5,575.0,0.0,0.0,0.20219,0.0,389.8,-5.1,18.0,18.0,81.9,0.0,0.0,1.36,1,20.5,19.0,39.8413
1.6,575.0,0.0,0.0,0.16591,0.0,389.8,-5.1,18.0,18.0,81.9,0.0,0.0,1.36,1,20.5,19.0,39.8413
1.7,575.0,0.0,0.0,0.20219,0.0,389.8,-5.1,18.0,18.0,81.9,0.0,0.0,1.36,1,20.5,19.0,39.8413
1.8,575.0,0.0,0.0,0.204,0.0,389.77382,-5.12618,18.0,18.0,81.9,0.0,0.0,1.36,1,20.5,19.0,39.8413
