Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,578.0,0.0,0.0,0.15,0.0,389.9,-16.0,25.0,26.0,85.1,5.8,4920.0,0.96,1,26.5,9.5,27.67
0.1,578.0,0.0,0.0,0.16,0.0,389.96,-16.53,25.0,26.0,85.1,5.8,4912.26,0.96,1,26.5,9.5,27.67
0.2,578.0,0.0,0.0,0.17,0.0,390.06,-17.38,25.0,26.0,85.1,5.8,4792.27,0.96,1,26.5,9.5,27.67
0.3,578.0,0.0,0.0,0.16,0.0,390.07,-16.85,25.0,26.0,85.1,5.8,4673.56,0.96,1,26.5,9.5,27.67
0.4,578.0,0.0,0.0,0.13,0.0,390.02,-15.5,25.0,26.0,85.1,5.8,4573.57,0.96,1,26.5,9.5,27.67
0.5,578.0,0.0,0.0,0.15,0.0,390.03,-15.16,25.0,26.0,85.1,5.8,4473.57,0.96,1,26.5,9.5,27.67
0.6,578.0,0.0,0.0,0.22,0.0,390.08,-15.41,25.0,26.0,85.1,5.8,4373.58,0.96,1,26.5,9.5,27.67
0.7,578.0,0.0,0.0,0.22,0.0,390.1,-15.09,25.0,26.0,85.1,5.8,4273.58,0.96,1,26.5,9.5,27.67
0.8,578.0,0.0,0.0,0.17,0.0,390.1,-14.44,25.0,26.0,85.1,5.8,4173.59,0.96,1,26.5,9.5,27.67
0.9,578.0,0.0,0.0,0.17,0.0,390.1,-14.23,25.0,26.0,85.1,5.8,4072.31,0.96,1,26.5,9.5,27.67
1.0,578.0,0.0,0.0,0.16,0.0,390.1,-14.28,25.0,26.0,85.1,5.32,3952.31,0.96,1,26.5,9.5,27.67
1.1,578.0,0.0,0.0,0.13,0.0,390.16,-14.39,25.0,26.0,85.1,5.32,3833.6,0.96,1,26.5,9.5,27.67
1.2,578.0,0.0,0.0,0.19,0.0,390.26,-14.54,25.0,26.0,85.1,5.32,3733.61,0.96,1,26.5,9.5,27.67
1.3,578.0,0.0,0.0,0.15,0.0,390.27,-14.29,25.0,26.0,85.1,5.32,3633.61,0.96,1,26.5,9.5,27.67
1.4,578.0,0.0,0.0,0.09,0.0,390.22,-13.79,25.0,26.0,85.1,5.32,3533.62,0.96,1,26.5,9.54,27.67
1.5,578.0,0.0,0.0,0.17,0.0,390.23,-13.51,25.0,26.0,85.1,5.32,3433.62,0.96,1,26.5,9.59,27.67
1.6,578.0,0.0,0.07,0.18,0.0,390.28,-13.36,25.0,26.0,85.1,5.32,3333.63,0.92,1,26.5,9.64,27.67
1.7,578.0,0.0,0.0,0.18,0.0,390.27,-12.61,25.0,26.0,85.1,5.32,3232.36,0.92,1,26.5,9.69,27.67
1.8,578.0,0.0,0.0,0.15,0.0,390.22,-11.51,25.0,26.0,85.1,5.32,3112.36,0.92,1,26.5,9.74,27.67
1.9,578.0,0.0,0.0,0.13,0.0,390.26,-11.54,25.0,26.0,85.1,5.32,2993.64,0.92,1,26.5,9.79,27.67
2.0,578.0,0.0,0.0,0.13,0.0,390.36,-12.24,25.0,26.0,85.1,5.32,2893.65,0.92,1,26.5,9.84,27.67
2.1,578.0,0.0,0.0,0.15,0.0,390.37,-11.84,25.0,26.0,85.1,5.32,2793.65,0.92,1,26.5,9.89,27.67
2.2,578.0,0.0,0.0,0.18,0.0,390.32,-10.79,25.0,26.0,85.1,5.32,2693.66,0.92,1,26.5,9.94,27.67
2.3,578.0,0.0,0.0,0.13,0.0,390.36,-10.87,25.0,26.0,85.1,5.32,2593.66,0.92,1,26.5,9.99,27.67
2.4,578.0,0.0,0.0,0.13,0.0,390.46,-11.62,25.0,26.0,85.1,5.32,2493.67,0.92,1,26.5,10.0,27.67
2.5,578.0,0.0,0.92,0.15,0.0,390.47,-11.02,25.0,26.0,85.1,5.32,2392.4,0.92,1,26.5,10.0,27.67
