Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,483.0,0.0,0.0,-0.03,0.0,369.7,-3.0,10.0,11.0,45.4,0.0,600.0,0,1,5.5,28.0,22.34
0.1,483.0,0.0,0.0,-0.02,0.0,369.7,-3.0,10.0,11.0,45.4,0.0,655.45,0,1,5.5,28.0,22.34
0.2,483.0,0.0,0.0,-0.01,0.0,369.7,-3.08,10.0,11.0,45.4,0.0,755.44,0,1,5.5,28.0,22.34
0.3,483.0,0.0,0.0,0.02,0.0,369.7,-3.43,10.0,11.0,45.4,0.0,855.44,0,1,5.5,28.0,22.34
0.4,483.0,0.0,0.0,-0.02,0.0,369.69,-3.74,10.0,11.0,45.4,0.0,955.43,0,1,5.5,28.0,22.34
0.5,483.0,0.0,0.0,-0.05,0.0,369.64,-3.89,10.0,11.0,45.4,0.0,1066.51,0,1,5.5,28.0,22.34
0.6,483.0,0.0,0.0,0.0,0.0,369.6,-4.09,10.0,11.0,45.4,0.0,1186.5,0,1,5.5,28.0,22.34
0.7,483.0,0.0,0.0,-0.02,0.0,369.6,-4.49,10.0,11.0,45.4,0.64,1295.41,0,1,5.5,28.02,22.34
0.8,483.0,0.0,0.0,-0.03,0.0,369.58,-4.84,10.0,11.0,45.4,0.64,1395.4,0,1,5.5,28.07,22.34
0.9,483.0,0.0,0.0,-0.03,0.0,369.48,-4.99,10.0,11.0,45.4,0.64,1495.4,0,1,5.5,28.12,22.34
1.0,483.0,0.0,0.0,-0.02,0.0,369.41,-5.24,10.0,11.0,45.4,0.64,1595.39,0,1,5.5,28.17,22.34
1.1,483.0,0.0,0.0,0.0,0.0,369.46,-5.84,10.0,11.0,45.4,0.64,1695.39,0,1,5.5,28.22,22.34
1.2,483.0,0.0,0.0,-0.06,0.0,369.48,-6.29,10.0,11.0,45.4,0.64,1795.38,0,1,5.5,28.27,22.34
1.3,483.0,0.0,0.0,-0.06,0.0,369.38,-6.24,10.0,11.0,45.4,0.64,1906.45,0,1,5.5,28.32,22.34
1.4,483.0,0.0,0.0,-0.05,0.0,369.3,-6.38,10.0,11.0,45.4,0.64,2026.44,0,1,5.5,28.37,22.34
1.5,483.0,0.0,0.0,-0.02,0.0,369.3,-7.13,10.0,11.0,45.4,0.64,2135.36,0,1,5.5,28.42,22.34
1.6,483.0,0.0,0.0,-0.03,0.0,369.28,-7.65,10.0,11.0,45.4,0.64,2235.35,0,1,5.5,28.47,22.34
1.7,483.0,0.0,0.0,-0.03,0.0,369.18,-7.45,10.0,11.0,45.4,1.68,2291.07,0,1,5.5,28.52,22.34
1.8,483.0,0.0,0.0,-0.02,0.0,369.11,-7.31,10.0,11.0,45.4,1.68,2311.07,0,1,5.5,28.57,22.34
1.9,483.0,0.0,0.0,-0.01,0.0,369.16,-7.36,10.0,11.0,45.4,1.68,2331.07,0,1,5.5,28.62,22.34
2.0,483.0,0.0,0.0,-0.03,0.0,369.19,-7.38,10.0,11.0,45.4,1.68,2351.06,0,1,5.5,28.67,22.34
2.1,483.0,0.0,0.0,-0.03,0.0,369.14,-7.28,10.0,11.0,45.4,1.68,2360.0,0,1,5.5,28.72,22.34
2.2,483.0,0.0,0.0,0.03,0.0,369.11,-7.26,10.0,11.0,45.4,1.68,2360.0,0,1,5.5,28.77,22.34
2.3,483.0,0.0,0.0,0.0,0.0,369.16,-7.51,10.0,11.0,45.4,1.68,2360.0,0,1,5.5,28.82,22.34
2.4,483.0,0.0,0.0,-0.04,0.0,369.19,-7.59,10.0,11.0,45.4,1.68,2360.0,0,1,5.5,28.87,22.34
2.5,483.0,0.0,0.0,-0.04,0.0,369.14,-7.14,10.0,11.0,45.4,1.68,2371.06,0,1,5.5,28.92,22.34
2.6,483.0,0.0,0.0,-0.03,0.0,369.11,-6.81,10.0,11.0,45.4,1.68,2391.06,0,1,5.5,28.97,22.34
2.7,483.0,0.0,0.0,-0.03,0.0,369.16,-6.86,10.0,11.0,45.4,2.28,2400.0,0,1,5.5,29.02,22.34
2.8,483.0,0.0,0.0,-0.05,0.0,369.19,-6.96,10.0,11.0,45.4,2.28,2400.0,0,1,5.5,29.07,22.34
2.9,483.0,0.0,0.0,-0.02,0.0,369.14,-7.21,10.0,11.0,45.4,2.28,2444.21,0,1,5.5,29.12,22.34
3.0,483.0,0.0,0.0,-0.03,0.0,369.1,-7.42,10.0,11.0,45.4,2.28,2524.21,0,1,5.5,29.17,22.34
3.1,483.0,0.0,0.0,-0.03,0.0,369.1,-7.52,10.0,11.0,45.4,2.28,2571.05,0,1,5.5,29.22,22.34
3.2,483.0,0.0,0.0,-0.02,0.0,369.09,-7.61,10.0,11.0,45.4,2.28,2591.05,0,1,5.5,29.27,22.34
3.3,483.0,0.0,0.0,-0.04,0.0,369.04,-7.66,10.0,11.0,45.4,2.28,2622.09,0,1,5.5,29.32,22.34
3.4,483.0,0.0,0.0,-0.04,0.0,369.01,-7.58,10.0,11.0,45.4,2.28,2662.09,0,1,5.5,29.37,22.34
3.5,483.0,0.0,0.0,-0.03,0.0,369.06,-7.08,10.0,11.0,45.4,2.28,2680.0,0,1,5.5,29.42,22.34
3.6,483.0,0.0,0.0,-0.06,0.0,369.09,-6.93,10.0,11.0,45.4,2.28,2680.0,0,1,5.5,29.47,22.34
3.7,483.0,0.0,0.0,-0.01,0.0,369.04,-7.88,10.0,11.0,45.4,2.6,2680.0,0,1,5.5,29.5,22.34
3.8,483.0,0.0,0.0,-0.02,0.0,369.0,-8.58,10.0,11.0,45.4,2.6,2680.0,0,1,5.5,29.5,22.34
3.9,483.0,0.0,0.0,-0.03,0.0,369.0,-8.48,10.0,11.0,45.4,2.6,2691.04,0,1,5.5,29.5,22.34
4.0,483.0,0.0,0.0,-0.05,0.0,369.0,-8.47,10.0,11.0,45.4,2.6,2711.04,0,1,5.5,29.5,22.34
4.1,483.0,0.0,0.0,0.0,0.0,369.0,-8.77,10.0,11.0,45.4,2.6,2720.0,0,1,5.5,29.5,22.34
4.2,483.0,0.0,0.0,-0.04,0.0,369.0,-8.9,10.0,11.0,45.4,2.6,2720.0,0,1,5.5,29.5,22.34
4.3,483.0,0.0,0.0,-0.04,0.0,369.0,-8.5,10.0,11.0,45.4,2.6,2720.0,0,1,5.5,29.5,22.34
4.4,483.0,0.0,0.0,-0.03,0.0,369.0,-8.37,10.0,11.0,45.4,2.6,2720.0,0,1,5.5,29.5,22.34
4.5,483.0,0.0,0.0,-0.03,0.0,369.0,-9.07,10.0,11.0,45.4,2.6,2731.03,0,1,5.5,29.5,22.34
4.6,483.0,0.0,0.0,-0.03,0.0,369.0,-9.41,10.0,11.0,45.4,2.6,2751.03,0,1,5.5,29.5,22.34
4.7,483.0,0.0,0.0,-0.03,0.0,369.0,-8.61,10.0,11.0,45.4,2.64,2760.0,0,1,5.5,29.52,22.34
4.8,483.0,0.0,0.0,-0.03,0.0,368.99,-8.15,10.0,11.0,45.4,2.64,2760.0,0,1,5.5,29.57,22.34
4.9,483.0,0.0,0.0,-0.02,0.0,368.94,-8.75,10.0,11.0,45.4,2.64,2760.0,0,1,5.5,29.62,22.34
5.0,483.0,0.0,0.0,-0.01,0.0,368.9,-9.09,10.0,11.0,45.4,2.64,2760.0,0,1,5.5,29.67,22.34
5.1,483.0,0.0,0.0,-0.03,0.0,368.9,-8.64,10.0,11.0,45.4,2.64,2771.02,0,1,5.5,29.72,22.34
5.2,483.0,0.0,0.0,-0.03,0.0,368.91,-8.46,10.0,11.0,45.4,2.64,2791.02,0,1,5.5,29.77,22.34
5.3,483.0,0.0,0.0,-0.03,0.0,368.96,-9.11,10.0,11.0,45.4,2.64,2800.0,0,1,5.5,29.82,22.34
5.4,483.0,0.0,0.0,-0.02,0.0,368.99,-9.42,10.0,11.0,45.4,2.64,2800.0,0,1,5.5,29.87,22.34
5.5,483.0,0.0,0.0,-0.03,0.0,368.94,-8.67,10.0,11.0,45.4,2.64,2800.0,0,1,5.5,29.92,22.34
5.6,483.0,0.0,0.0,-0.03,0.0,368.91,-8.34,10.0,11.0,45.4,2.64,2800.0,0,1,5.5,29.97,22.34
5.7,483.0,0.0,0.0,0.0,0.0,368.96,-9.34,10.0,11.0,45.4,2.8,2811.02,0,1,5.5,30.02,22.34
5.8,483.0,0.0,0.0,-0.06,0.0,368.98,-10.0,10.0,11.0,45.4,2.8,2831.02,0,1,5.5,30.07,22.34
5.9,483.0,0.0,0.0,-0.06,0.0,368.88,-9.6,10.0,11.0,45.4,2.8,2884.06,0,1,5.5,30.12,22.34
6.0,483.0,0.0,0.0,0.01,0.0,368.81,-9.45,10.0,11.0,45.4,2.8,2964.06,0,1,5.5,30.17,22.34
6.1,483.0,0.0,0.0,0.03,0.0,368.86,-10.05,10.0,11.0,45.4,2.8,3000.0,0,1,5.5,30.22,22.34
6.2,483.0,0.0,0.0,-0.05,0.0,368.89,-10.28,10.0,11.0,45.4,2.8,3000.0,0,1,5.5,30.27,22.34
6.3,483.0,0.0,0.0,-0.04,0.0,368.84,-9.38,10.0,11.0,45.4,2.8,3033.03,0,1,5.5,30.32,22.34
6.4,483.0,0.0,0.0,0.05,0.0,368.81,-8.99,10.0,11.0,45.4,2.8,3093.03,0,1,5.5,30.37,22.34
6.5,483.0,0.0,0.0,-0.01,0.0,368.86,-10.19,10.0,11.0,45.4,2.8,3131.01,0,1,5.5,30.42,22.34
6.6,483.0,0.0,0.0,-0.03,0.0,368.88,-10.89,10.0,11.0,45.4,2.8,3151.01,0,1,5.5,30.47,22.34
6.7,483.0,0.0,0.0,-0.03,0.0,368.78,-10.04,10.0,11.0,45.4,2.96,3160.0,0,1,5.5,30.52,22.34
6.8,483.0,0.0,0.0,-0.03,0.0,368.72,-9.57,10.0,11.0,45.4,2.96,3160.0,0,1,5.5,30.57,22.34
6.9,483.0,0.0,0.0,-0.03,0.0,368.82,-10.27,10.0,11.0,45.4,2.96,3104.99,0,1,5.5,30.62,22.34
7.0,483.0,0.0,0.0,-0.05,0.0,368.89,-10.56,10.0,11.0,45.4,2.96,3005.0,0,1,5.5,30.67,22.34
7.1,483.0,0.0,0.0,0.01,0.0,368.84,-9.56,10.0,11.0,45.4,2.96,2949.0,0,1,5.5,30.72,22.34
7.2,483.0,0.0,0.0,-0.02,0.0,368.81,-8.84,10.0,11.0,45.4,2.96,2929.0,0,1,5.5,30.77,22.34
7.3,483.0,0.0,0.0,-0.03,0.0,368.86,-8.99,10.0,11.0,45.4,2.96,2920.0,0,1,5.5,30.82,22.34
7.4,483.0,0.0,0.0,0.0,0.0,368.89,-9.06,10.0,11.0,45.4,2.96,2920.0,0,1,5.5,30.87,22.34
7.5,483.0,0.0,0.0,-0.06,0.0,368.84,-8.91,10.0,11.0,45.4,2.95,2920.0,0,1,5.5,30.92,22.34
7.6,483.0,0.0,0.0,-0.04,0.0,368.81,-8.93,10.0,11.0,45.4,2.95,2920.0,0,1,5.5,30.97,22.34
7.7,483.0,0.0,0.0,-0.02,0.0,368.86,-9.48,10.0,11.0,45.4,2.95,2930.79,0,1,5.5,31.02,22.34
7.8,483.0,0.0,0.0,-0.06,0.0,368.89,-9.82,10.0,11.0,45.4,2.95,2950.79,0,1,5.5,31.07,22.34
7.9,483.0,0.0,0.0,-0.06,0.0,368.84,-9.47,10.0,11.0,45.4,2.95,2960.0,0,1,5.5,31.12,22.34
8.0,483.0,0.0,0.0,-0.04,0.0,368.81,-9.3,10.0,11.0,45.4,2.95,2960.0,0,1,5.5,31.17,22.34
8.1,483.0,0.0,0.0,-0.03,0.0,368.86,-9.7,10.0,11.0,45.4,2.95,2960.0,0,1,5.5,31.22,22.34
8.2,483.0,0.0,0.0,-0.03,0.0,368.89,-9.92,10.0,11.0,45.4,2.94,2960.0,0,1,5.5,31.27,22.34
8.3,483.0,0.0,0.0,-0.03,0.0,368.84,-9.57,10.0,11.0,45.4,2.94,2960.0,0,1,5.5,31.32,22.34
8.4,483.0,0.0,0.0,-0.03,0.0,368.81,-9.24,10.0,11.0,45.4,2.94,2960.0,0,1,5.5,31.37,22.34
8.5,483.0,0.0,0.0,0.02,0.0,368.86,-8.99,10.0,11.0,45.4,2.94,2960.0,0,1,5.5,31.42,22.34
8.6,483.0,0.0,0.0,-0.04,0.0,368.89,-8.98,10.0,11.0,45.4,2.94,2960.0,0,1,5.5,31.47,22.34
8.7,483.0,0.0,0.0,0.0,0.0,368.84,-9.73,10.0,11.0,45.4,2.94,2970.78,0,1,5.5,31.5,22.34
8.8,483.0,0.0,0.0,-0.01,0.0,368.8,-10.14,10.0,11.0,45.4,2.94,2990.78,0,1,5.5,31.5,22.34
8.9,483.0,0.0,0.0,-0.04,0.0,368.8,-9.49,10.0,11.0,45.4,2.93,2989.22,0,1,5.5,31.5,22.34
9.0,483.0,0.0,0.0,0.0,0.0,368.8,-8.99,10.0,11.0,45.4,2.93,2969.23,0,1,5.5,31.5,22.34
9.1,483.0,0.0,0.0,0.01,0.0,368.8,-8.94,10.0,11.0,45.4,2.93,2970.77,0,1,5.5,31.5,22.34
9.2,483.0,0.0,0.0,-0.02,0.0,368.8,-8.78,10.0,11.0,45.4,2.93,2990.77,0,1,5.5,31.5,22.34
9.3,483.0,0.0,0.0,-0.03,0.0,368.8,-8.28,10.0,11.0,45.4,2.93,3010.77,0,1,5.5,31.5,22.34
9.4,483.0,0.0,0.0,-0.03,0.0,368.79,-8.14,10.0,11.0,45.4,2.93,3030.77,0,1,5.5,31.5,22.34
9.5,483.0,0.0,0.0,-0.02,0.0,368.74,-9.14,10.0,11.0,45.4,2.93,3029.23,0,1,5.5,31.5,22.34
9.6,483.0,0.0,0.0,-0.03,0.0,368.7,-9.71,10.0,11.0,45.4,2.92,3009.23,0,1,5.5,31.5,22.34
9.7,483.0,0.0,0.0,-0.02,0.0,368.7,-8.91,10.0,11.0,45.4,2.92,3000.0,0,1,5.5,31.52,22.34
9.8,483.0,0.0,0.0,-0.03,0.0,368.71,-8.51,10.0,11.0,45.4,2.92,3000.0,0,1,5.5,31.57,22.34
9.9,483.0,0.0,0.0,-0.03,0.0,368.76,-9.36,10.0,11.0,45.4,2.92,2989.24,0,1,5.5,31.62,22.34
10.0,483.0,0.0,0.0,-0.03,0.0,368.8,-9.72,10.0,11.0,45.4,2.92,2969.24,0,1,5.5,31.67,22.34
10.1,483.0,0.0,0.0,-0.03,0.0,368.8,-8.57,10.0,11.0,45.4,2.92,2960.0,0,1,5.5,31.72,22.34
10.2,483.0,0.0,0.0,-0.03,0.0,368.8,-8.01,10.0,11.0,45.4,2.92,2960.0,0,1,5.5,31.77,22.34
10.3,483.0,0.0,0.0,-0.03,0.0,368.8,-9.31,10.0,11.0,45.4,2.91,2970.76,0,1,5.5,31.82,22.34
10.4,483.0,0.0,0.0,-0.03,0.0,368.79,-10.09,10.0,11.0,45.4,2.91,2990.76,0,1,5.5,31.87,22.34
10.5,483.0,0.0,0.0,-0.02,0.0,368.74,-9.24,10.0,11.0,45.4,2.91,3000.0,0,1,5.5,31.92,22.34
10.6,483.0,0.0,0.0,-0.06,0.0,368.71,-8.83,10.0,11.0,45.4,2.91,3000.0,0,1,5.5,31.97,22.34
10.7,483.0,0.0,0.0,-0.04,0.0,368.76,-9.78,10.0,11.0,45.4,2.91,2989.25,0,1,5.5,32.02,22.34
