Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,575.0,0.0,0.0,0.19,0.0,391.1,-6.2,22,22.0,85.8,1.48,920.0,0.52,1,21.0,17.5,26.01
0.1,575.0,0.0,0.0,0.2,0.0,391.1,-6.2,22,22.0,85.8,1.48,920.0,0.52,1,21.0,17.5,26.01
0.2,575.0,0.0,0.0,0.21,0.0,391.11,-6.08,22,22.0,85.8,1.48,877.52,0.51,1,21.0,17.5,26.01
0.3,575.0,0.0,0.0,0.2,0.0,391.16,-5.43,22,22.0,85.8,1.48,777.52,0.51,1,21.0,17.5,26.01
0.4,575.0,0.0,0.0,0.19,0.0,391.2,-4.9,22,22.0,85.8,1.48,686.02,0.5,1,21.0,17.5,26.01
0.5,575.0,0.0,0.0,0.18,0.0,391.2,-4.9,22,22.0,85.8,1.48,606.02,0.5,1,21.0,17.5,26.01
0.6,575.0,0.0,0.0,0.16,0.0,391.2,-4.82,22,22.0,85.8,1.48,560.0,0.49,1,21.0,17.5,26.01
0.7,575.0,0.0,0.0,0.18,0.0,391.2,-4.37,22,22.0,85.8,1.48,560.0,0.49,1,21.0,17.5,26.01
0.8,575.0,0.0,0.0,0.2,0.0,391.21,-4.02,22,22.0,85.8,1.48,560.0,0.48,1,21.0,17.5,26.01
0.9,575.0,0.0,0.0,0.2,0.0,391.26,-4.12,22,22.0,85.8,1.48,560.0,0.48,1,21.0,17.5,26.01
1.0,575.0,0.0,0.0,0.18,0.0,391.29,-4.18,22,22.0,85.8,1.48,560.0,0.48,1,21.0,17.5,26.01
1.1,575.0,0.0,0.0,0.19,0.0,391.24,-4.08,22,22.0,85.8,1.48,560.0,0.48,1,21.0,17.5,26.01
1.2,575.0,0.0,0.0,0.19,0.0,391.21,-4.0,22,22.0,85.8,1.48,560.0,0.48,1,21.0,17.5,26.01
1.3,575.0,0.0,0.0,0.2,0.0,391.26,-4.0,22,22.0,85.8,1.48,560.0,0.48,1,21.0,17.5,26.01
1.4,575.0,0.0,0.0,0.2,0.0,391.3,-4.02,22,22.0,85.8,1.48,560.0,0.48,1,21.0,17.5,26.01
1.5,575.0,0.0,0.0,0.2,0.0,391.3,-4.12,22,22.0,85.8,1.48,560.0,0.48,1,21.0,17.5,26.01
1.6,575.0,0.0,0.0,0.2,0.0,391.3,-4.16,22,22.0,85.8,1.48,560.0,0.48,1,21.0,17.5,26.01
1.7,575.0,0.0,0.0,0.18,0.0,391.3,-3.96,22,22.0,85.8,1.48,560.0,0.44,1,21.0,17.5,26.01
1.8,575.0,0.0,0.0,0.17,0.0,391.3,-3.83,22,22.0,85.8,1.48,560.0,0.44,1,21.0,17.5,26.01
1.9,575.0,0.0,0.0,0.2,0.0,391.3,-3.98,22,22.0,85.8,1.48,560.0,0.44,1,21.0,17.5,26.01
2.0,575.0,0.0,0.0,0.16,0.0,391.29,-4.06,22,22.0,85.8,1.48,560.0,0.44,1,21.0,17.5,26.01
2.1,575.0,0.0,0.0,0.16,0.0,391.24,-3.86,22,22.0,85.8,1.48,560.0,0.44,1,21.0,17.5,26.01
2.2,575.0,0.0,0.0,0.16,0.0,391.21,-3.74,22,22.0,85.8,1.48,551.52,0.44,1,21.0,17.5,26.01
2.3,575.0,0.0,0.0,0.14,0.0,391.26,-3.99,22,22.0,85.8,1.48,531.52,0.44,1,21.0,17.5,26.01
2.4,575.0,0.0,0.0,0.14,0.0,391.3,-4.15,22,22.0,85.8,1.48,511.52,0.42,1,21.0,17.5,26.01
2.5,575.0,0.0,0.0,0.16,0.0,391.3,-3.85,22,22.0,85.8,1.48,491.53,0.4,1,21.0,17.5,26.01
2.6,575.0,0.0,0.0,0.18,0.0,391.3,-3.61,22,22.0,85.8,1.48,471.53,0.4,1,21.0,17.5,26.01
2.7,575.0,0.0,0.0,0.2,0.0,391.3,-3.66,22,22.0,85.8,1.48,451.53,0.4,1,21.0,17.5,26.01
2.8,575.0,0.0,0.0,0.19,0.0,391.3,-3.68,22,22.0,85.8,1.48,440.0,0.4,1,21.0,17.5,26.01
2.9,575.0,0.0,0.0,0.18,0.0,391.3,-3.58,22,22.0,85.8,1.48,440.0,0.4,1,21.0,17.5,26.01
3.0,575.0,0.0,0.0,0.17,0.0,391.3,-3.49,22,22.0,85.8,1.48,431.53,0.4,1,21.0,17.5,26.01
3.1,575.0,0.0,0.0,0.17,0.0,391.3,-3.44,22,22.0,85.8,1.48,411.53,0.4,1,21.0,17.5,26.01
3.2,575.0,0.0,0.0,0.16,0.0,391.3,-3.4,22,22.0,85.8,1.48,391.53,0.4,1,21.0,17.5,26.01
3.3,575.0,0.0,0.0,0.15,0.0,391.3,-3.4,22,22.0,85.8,1.48,371.53,0.32,1,21.0,17.5,26.01
3.4,575.0,0.0,0.0,0.16,0.0,391.3,-3.38,22,22.0,85.8,1.48,351.53,0.32,1,21.0,17.5,26.01
3.5,575.0,0.0,0.0,0.18,0.0,391.3,-3.28,22,22.24,85.8,1.48,331.54,0.32,1,21.0,17.5,26.01
3.6,575.0,0.0,0.0,0.18,0.0,391.31,-3.2,22,22.55,85.8,1.48,336.93,0.32,1,21.0,17.5,26.01
3.7,575.0,0.0,0.0,0.16,0.0,391.36,-3.2,22,22.87,85.8,1.48,376.93,0.32,1,21.0,17.5,26.01
3.8,575.0,0.0,0.0,0.15,0.0,391.39,-3.18,22,23.0,85.8,1.48,391.54,0.32,1,21.0,17.5,26.01
3.9,575.0,0.0,0.0,0.16,0.0,391.34,-3.08,22,23.0,85.8,1.48,371.54,0.32,1,21.0,17.5,26.01
4.0,575.0,0.0,0.0,0.18,0.0,391.3,-3.03,22,23.0,85.8,1.48,360.0,0.32,1,21.0,17.5,26.01
4.1,575.0,0.0,0.0,0.17,0.0,391.3,-3.18,22,23.0,85.8,1.48,360.0,0.28,1,21.0,17.5,26.01
4.2,575.0,0.0,0.0,0.2,0.0,391.3,-3.26,22,23.0,85.8,1.48,343.08,0.28,1,21.0,17.5,26.01
4.3,575.0,0.0,0.0,0.17,0.0,391.3,-3.06,22,23.0,85.8,1.48,303.09,0.28,1,20.99,17.5,26.01
4.4,575.0,0.0,0.0,0.17,0.0,391.31,-2.9,22,23.0,85.8,1.48,271.54,0.28,1,20.94,17.5,26.01
4.5,575.0,0.0,0.0,0.18,0.0,391.36,-2.9,22,23.0,85.8,1.48,251.55,0.28,1,20.89,17.5,26.01
4.6,575.0,0.0,0.0,0.18,0.0,391.4,-2.88,22,23.0,85.8,1.48,231.55,0.28,1,20.84,17.5,26.01
4.7,575.0,0.0,0.0,0.16,0.0,391.4,-2.78,22,23.0,85.8,1.48,211.55,0.28,1,20.79,17.5,26.01
4.8,575.0,0.0,0.0,0.14,0.0,391.4,-2.69,22,23.0,85.8,1.48,191.55,0.26,1,20.74,17.5,26.01
4.9,575.0,0.0,0.0,0.17,0.0,391.4,-2.64,22,23.0,85.8,1.48,171.55,0.24,1,20.69,17.5,26.01
5.0,575.0,0.0,0.0,0.18,0.0,391.4,-2.55,22,23.0,85.8,1.48,160.0,0.24,1,20.64,17.5,26.01
5.1,575.0,0.0,0.0,0.18,0.0,391.4,-2.25,22,23.0,85.8,1.48,160.0,0.24,1,20.59,17.5,26.01
5.2,575.0,0.0,0.0,0.16,0.0,391.4,-2.0,22,23.0,85.8,1.48,151.55,0.24,1,20.54,17.5,26.01
5.3,575.0,0.0,0.0,0.17,0.0,391.4,-2.0,22,23.0,85.8,1.48,131.55,0.23,1,20.51,17.5,26.01
