Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,477.0,0.0,0.0,-0.23,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
0.1,477.0,0.0,0.0,-0.23,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
0.2,477.0,0.0,0.0,-0.22,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
0.3,477.0,0.0,0.0,-0.22,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
0.4,477.0,0.0,0.0,-0.26,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
0.5,477.0,0.0,0.0,-0.27,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
0.6,477.0,0.0,0.0,-0.26,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
0.7,477.0,0.0,0.0,-0.27,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
0.8,477.0,0.0,0.0,-0.25,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
0.9,477.0,0.0,0.0,-0.23,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
1.0,477.0,0.0,0.0,-0.23,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
1.1,477.0,0.0,0.0,-0.23,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
1.2,477.0,0.0,0.0,-0.24,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
1.3,477.0,0.0,0.0,-0.26,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
1.4,477.0,0.0,0.0,-0.26,0.0,374.9,-1.3,1.0,1.0,52.9,0.0,0.0,0,1,1.0,5.0,10.0
