Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,551.0,0.0,0.0,-0.11,0.0,385.1,-4.7,18.0,19.0,71.3,0.0,0,1.04,0,22.5,13.5,39.84
0.1,551.0,0.0,-3.01,-0.11,0.0,385.1,-4.7,18.0,19.0,71.3,0.0,0,1.04,0,22.5,13.5,39.84
0.2,551.0,0.0,-2.99,-0.13,0.0,385.1,-4.66,18.0,19.0,71.3,0.0,0,1.04,0,22.5,13.5,39.84
0.3,551.0,0.0,-3.01,-0.15,0.0,385.1,-4.61,18.0,19.0,71.3,0.0,0,1.04,0,22.5,13.5,39.84
0.4,551.0,0.0,-4.51,-0.12,0.0,385.1,-4.64,18.0,19.0,71.3,0.0,0,1.03,0,22.5,13.5,39.84
0.5,551.0,0.0,-5.5,-0.03,0.0,385.1,-4.69,18.0,19.0,71.3,0.0,0,1.03,0,22.5,13.5,39.84
0.6,551.0,0.0,-6.99,0.02,0.0,385.1,-4.7,18.0,19.0,71.3,0.0,0,1.02,0,22.5,13.5,39.84
0.7,551.0,0.0,-7.99,0.03,0.0,385.1,-4.7,18.0,19.0,71.3,0.0,0,1.02,0,22.5,13.47,39.84
0.8,551.0,0.0,-8.51,0.11,0.0,385.1,-4.7,18.0,19.0,71.3,0.0,0,1.01,0,22.5,13.42,39.84
0.9,551.0,0.0,-9.01,0.24,0.0,385.1,-4.7,18.0,19.0,71.3,0.0,0,1.01,0,22.5,13.37,39.84
1.0,551.0,0.0,-10.01,0.28,0.0,385.1,-4.74,18.0,19.0,71.3,0.0,0,1.0,0,22.5,13.32,39.84
1.1,551.0,0.0,-11.99,0.37,0.0,385.1,-4.79,18.0,19.0,71.3,0.0,0,1.0,0,22.5,13.27,39.84
1.2,551.0,0.0,-12.01,0.31,0.0,385.1,-4.8,18.0,19.0,71.3,0.0,0,1.0,0,22.5,13.22,39.84
1.3,551.0,0.0,-10.01,0.21,0.0,385.1,-4.8,18.0,19.0,71.3,0.0,0,1.0,0,22.5,13.17,39.84
1.4,551.0,0.21,-8.5,0.14,0.0,385.1,-4.76,18.0,19.0,71.3,0.0,0,1.0,0,22.5,13.12,39.84
1.5,551.0,10.45,-5.98,0.08,0.0,385.1,-4.71,18.0,19.0,71.3,0.0,0,1.0,0,22.5,13.07,39.84
1.6,551.0,16.35,0.0,-0.01,0.0,385.1,-4.74,18.0,19.0,71.3,0.0,0,1.0,0,22.5,13.02,39.84
1.7,551.0,16.52,1.53,-0.08,0.0,385.1,-4.79,18.0,19.0,71.3,0.0,0,1.0,0,22.5,13.0,39.84
1.8,551.0,12.49,8.03,-0.09,0.0,385.1,-4.98,18.0,19.0,71.3,0.0,0,1.0,0,22.5,13.0,39.84
