Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,576.0,0.0,0.0,0.01,0.0,391.4,-1.5,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
0.1,576.0,0.0,0.0,0.01,0.0,391.35,-1.64,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
0.2,576.0,0.0,0.0,0.03,0.0,391.3,-1.79,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
0.3,576.0,0.0,0.0,0.02,0.0,391.3,-1.8,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
0.4,576.0,0.0,0.0,0.01,0.0,391.3,-1.8,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
0.5,576.0,0.0,0.0,0.02,0.0,391.3,-1.8,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
0.6,576.0,0.0,0.0,0.01,0.0,391.3,-1.8,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
0.7,576.0,0.0,0.0,0.01,0.0,391.3,-1.75,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
0.8,576.0,0.0,0.0,0.01,0.0,391.3,-1.7,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
0.9,576.0,2.94,0.0,-0.01,0.0,391.3,-1.89,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
1.0,576.0,6.97,1.29,0.06,0.0,391.3,-2.09,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
1.1,576.0,10.95,3.12,0.14,0.0,391.3,-2.29,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
1.2,576.0,12.07,10.91,0.15,0.0,391.3,-2.49,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
1.3,576.0,14.23,13.0,0.15,0.0,391.25,-2.69,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
1.4,576.0,17.72,17.82,0.26,0.0,391.2,-2.89,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
1.5,576.0,18.98,24.62,0.42,0.0,391.2,-3.18,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
1.6,576.0,19.58,31.12,0.49,0.0,391.2,-3.48,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
1.7,576.0,21.06,36.91,0.52,0.0,391.15,-3.83,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
1.8,576.0,21.0,41.5,0.58,0.0,391.1,-4.18,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
1.9,576.0,21.0,47.21,0.68,0.0,391.1,-4.67,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
2.0,576.0,21.0,49.79,0.7,0.0,391.1,-5.17,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
2.1,576.0,20.7,52.0,0.66,0.0,391.05,-5.48,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
2.2,576.0,20.55,53.71,0.68,0.0,391.0,-5.78,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
2.3,576.0,19.79,54.5,0.67,0.0,390.95,-5.99,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
2.4,576.0,18.98,53.41,0.64,0.0,390.9,-6.19,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
2.5,576.0,18.98,52.59,0.62,0.0,390.9,-6.25,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
2.6,576.0,19.13,52.21,0.53,0.0,390.9,-6.3,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
2.7,576.0,19.3,51.0,0.49,0.0,390.9,-6.39,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
2.8,576.0,19.89,49.91,0.52,0.0,390.9,-6.49,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
2.9,576.0,22.06,48.38,0.48,0.0,390.9,-6.55,19.0,20.0,86.2,0.0,0,0,1,22.0,29.5,39.84
