Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,510.0,0.0,0.0,-0.06,0.0,363.7,-4.5,12.0,13.0,33.4,0.64,1440.0,0,1,5.5,26.5,19.84
0.1,510.0,0.0,0.0,-0.05,0.0,363.7,-4.62,12.0,13.0,33.4,0.64,1512.14,0,1,5.5,26.5,19.84
0.2,510.0,0.0,0.0,-0.05,0.0,363.7,-5.37,12.0,13.0,33.4,0.64,1612.13,0,1,5.5,26.5,19.84
0.3,510.0,0.0,0.0,-0.09,0.0,363.69,-5.94,12.0,13.0,33.4,0.64,1712.12,0,1,5.5,26.5,19.84
0.4,510.0,0.0,0.0,-0.08,0.0,363.64,-5.59,12.0,13.0,33.4,0.64,1812.11,0,1,5.5,26.5,19.84
0.5,510.0,0.0,0.0,-0.08,0.0,363.59,-5.4,12.0,13.0,33.4,0.64,1926.53,0,1,5.5,26.5,19.84
0.6,510.0,0.0,0.0,-0.07,0.0,363.54,-6.0,12.0,13.0,33.4,0.64,2046.52,0,1,5.5,26.5,19.84
0.7,510.0,0.0,0.0,-0.06,0.0,363.5,-6.55,12.0,13.0,33.4,0.64,2152.1,0,1,5.5,26.52,19.84
0.8,510.0,0.0,0.0,-0.06,0.0,363.5,-6.85,12.0,13.0,33.4,0.64,2252.09,0,1,5.5,26.57,19.84
0.9,510.0,0.0,0.0,-0.08,0.0,363.48,-7.17,12.0,13.0,33.4,1.73,2352.08,0,1,5.5,26.62,19.84
1.0,510.0,0.0,0.0,-0.08,0.0,363.38,-7.57,12.0,13.0,33.4,1.84,2452.07,0,1,5.5,26.67,19.84
1.1,510.0,0.0,0.0,-0.09,0.0,363.31,-8.02,12.0,13.0,33.4,1.95,2552.07,0,1,5.5,26.72,19.84
1.2,510.0,0.0,0.0,-0.08,0.0,363.36,-8.77,12.0,13.0,33.4,2.06,2652.06,0,1,5.5,26.77,19.84
1.3,510.0,0.0,0.0,-0.11,0.0,363.38,-9.37,12.0,13.0,33.4,2.17,2766.47,0,1,5.5,26.82,19.84
1.4,510.0,0.0,0.0,-0.07,0.0,363.23,-9.17,12.0,13.0,33.4,2.27,2886.46,0,1,5.5,26.87,19.84
1.5,510.0,0.0,0.0,-0.04,0.0,363.11,-9.17,12.0,13.0,33.4,2.38,2992.05,0,1,5.5,26.92,19.84
1.6,510.0,0.0,0.0,-0.05,0.0,363.16,-10.17,12.0,13.0,33.4,2.49,3092.04,0,1,5.5,26.97,19.84
1.7,510.0,0.0,0.0,-0.04,0.0,363.19,-10.91,12.0,13.0,33.4,2.6,3192.03,0,1,5.5,27.02,19.84
1.8,510.0,0.0,0.0,-0.07,0.0,363.14,-10.36,12.0,13.0,33.4,2.71,3292.02,0,1,5.5,27.07,19.84
1.9,510.0,0.0,0.0,-0.06,0.0,363.09,-10.07,12.0,13.0,33.4,2.76,3392.02,0,1,5.5,27.12,19.84
2.0,510.0,0.0,0.0,-0.07,0.0,363.04,-11.07,12.0,13.0,33.4,2.76,3492.01,0,1,5.5,27.17,19.84
2.1,510.0,0.0,0.0,-0.06,0.0,363.0,-11.89,12.0,13.0,33.4,2.76,3606.41,0,1,5.5,27.22,19.84
2.2,510.0,0.0,0.0,-0.09,0.0,363.0,-11.84,12.0,13.0,33.4,2.76,3726.4,0,1,5.5,27.27,19.84
2.3,510.0,0.0,0.0,-0.08,0.0,362.98,-11.82,12.0,13.0,33.4,2.76,3831.99,0,1,5.5,27.32,19.84
2.4,510.0,0.0,0.0,-0.11,0.0,362.88,-11.92,12.0,13.0,33.4,2.76,3931.98,0,1,5.5,27.37,19.84
2.5,510.0,0.0,0.0,-0.09,0.0,362.81,-12.1,12.0,13.0,33.4,2.76,4031.98,0,1,5.5,27.42,19.84
2.6,510.0,0.0,0.0,-0.06,0.0,362.86,-12.7,12.0,13.0,33.4,2.76,4131.97,0,1,5.5,27.47,19.84
2.7,510.0,0.0,0.0,-0.08,0.0,362.88,-13.14,12.0,13.0,33.4,2.76,4231.97,0,1,5.5,27.52,19.84
2.8,510.0,0.0,0.0,-0.07,0.0,362.78,-12.79,12.0,13.0,33.4,2.76,4331.96,0,1,5.5,27.57,19.84
2.9,510.0,0.0,0.0,-0.04,0.0,362.7,-12.7,12.0,13.0,33.4,3.84,4403.17,0,1,5.5,27.62,19.84
3.0,510.0,0.0,0.0,-0.07,0.0,362.7,-13.9,12.0,13.0,33.4,3.84,4463.17,0,1,5.5,27.67,19.84
3.1,510.0,0.0,0.0,-0.06,0.0,362.69,-14.8,12.0,13.0,33.4,3.84,4494.39,0,1,5.5,27.72,19.84
3.2,510.0,0.0,0.0,-0.09,0.0,362.64,-14.2,12.0,13.0,33.4,3.84,4514.39,0,1,5.5,27.77,19.84
3.3,510.0,0.0,0.0,-0.06,0.0,362.6,-13.74,12.0,13.0,33.4,3.84,4520.0,0,1,5.5,27.82,19.84
3.4,510.0,0.0,0.0,-0.09,0.0,362.6,-13.99,12.0,13.0,33.4,3.84,4520.0,0,1,5.5,27.87,19.84
3.5,510.0,0.0,0.0,-0.07,0.0,362.6,-14.15,12.0,13.0,33.4,3.84,4534.38,0,1,5.5,27.92,19.84
3.6,510.0,0.0,0.0,-0.1,0.0,362.6,-13.85,12.0,13.0,33.4,3.84,4554.38,0,1,5.5,27.97,19.84
3.7,510.0,0.0,0.0,-0.04,0.0,362.59,-13.62,12.0,13.0,33.39,3.84,4560.0,0,1,5.5,28.02,19.84
3.8,510.0,0.0,0.0,-0.07,0.0,362.54,-13.72,12.0,13.0,33.34,3.84,4560.0,0,1,5.5,28.07,19.84
3.9,510.0,0.0,0.0,-0.11,0.0,362.51,-13.86,12.0,13.0,33.3,4.56,4574.38,0,1,5.5,28.12,19.84
4.0,510.0,0.0,0.0,-0.09,0.0,362.56,-14.21,12.0,13.0,33.3,4.56,4594.38,0,1,5.5,28.17,19.84
4.1,510.0,0.0,0.0,-0.08,0.0,362.59,-14.44,12.0,13.0,33.3,4.56,4600.0,0,1,5.5,28.22,19.84
4.2,510.0,0.0,0.0,-0.07,0.0,362.54,-14.09,12.0,13.0,33.3,4.56,4600.0,0,1,5.5,28.27,19.84
4.3,510.0,0.0,0.0,-0.04,0.0,362.51,-13.84,12.0,13.0,33.3,4.56,4614.37,0,1,5.5,28.32,19.84
4.4,510.0,0.0,0.0,-0.07,0.0,362.56,-14.09,12.0,13.0,33.3,4.56,4634.37,0,1,5.5,28.37,19.84
4.5,510.0,0.0,0.0,-0.05,0.0,362.6,-14.23,12.0,13.0,33.3,4.56,4640.0,0,1,5.5,28.42,19.84
4.6,510.0,0.0,0.0,-0.09,0.0,362.6,-13.83,12.0,13.0,33.3,4.56,4640.0,0,1,5.5,28.47,19.84
4.7,510.0,0.0,0.0,-0.06,0.0,362.6,-13.56,12.0,13.0,33.3,4.56,4640.0,0,1,5.5,28.5,19.84
4.8,510.0,0.0,0.0,-0.08,0.0,362.6,-13.91,12.0,13.0,33.3,4.56,4640.0,0,1,5.5,28.5,19.84
4.9,510.0,0.0,0.0,-0.09,0.0,362.6,-14.12,12.0,13.0,33.3,4.64,4654.36,0,1,5.5,28.5,19.84
5.0,510.0,0.0,0.0,-0.06,0.0,362.6,-13.62,12.0,13.0,33.3,4.64,4674.36,0,1,5.5,28.5,19.84
5.1,510.0,0.0,0.0,-0.08,0.0,362.59,-13.29,12.0,13.0,33.3,4.64,4680.0,0,1,5.5,28.5,19.84
5.2,510.0,0.0,0.0,-0.09,0.0,362.54,-13.84,12.0,13.0,33.3,4.64,4680.0,0,1,5.5,28.5,19.84
5.3,510.0,0.0,0.0,-0.08,0.0,362.51,-14.29,12.0,13.0,33.3,4.64,4694.36,0,1,5.5,28.5,19.84
5.4,510.0,0.0,0.0,-0.1,0.0,362.56,-14.24,12.0,13.0,33.3,4.64,4714.36,0,1,5.5,28.5,19.84
5.5,510.0,0.0,0.0,-0.09,0.0,362.59,-14.15,12.0,13.0,33.3,4.64,4720.0,0,1,5.5,28.5,19.84
5.6,510.0,0.0,0.0,-0.08,0.0,362.54,-13.85,12.0,13.0,33.3,4.64,4720.0,0,1,5.5,28.5,19.84
5.7,510.0,0.0,0.0,-0.08,0.0,362.51,-13.65,12.0,13.0,33.3,4.72,4734.35,0,1,5.5,28.52,19.84
5.8,510.0,0.0,0.0,-0.09,0.0,362.56,-13.95,12.0,13.0,33.3,4.72,4754.35,0,1,5.5,28.57,19.84
5.9,510.0,0.0,0.0,-0.06,0.0,362.59,-14.16,12.0,13.0,33.3,4.72,4745.65,0,1,5.5,28.62,19.84
6.0,510.0,0.0,0.0,-0.08,0.0,362.54,-13.91,12.0,13.0,33.3,4.72,4725.65,0,1,5.5,28.67,19.84
6.1,510.0,0.0,0.0,-0.1,0.0,362.5,-13.78,12.0,13.0,33.3,4.72,4720.0,0,1,5.5,28.72,19.84
6.2,510.0,0.0,0.0,-0.1,0.0,362.5,-14.28,12.0,13.0,33.3,4.72,4720.0,0,1,5.5,28.77,19.84
6.3,510.0,0.0,0.0,-0.11,0.0,362.5,-14.6,12.0,13.0,33.3,4.72,4705.65,0,1,5.5,28.82,19.84
6.4,510.0,0.0,0.0,-0.08,0.0,362.5,-14.0,12.0,13.0,33.3,4.72,4685.65,0,1,5.5,28.87,19.84
6.5,510.0,0.0,0.0,-0.07,0.0,362.5,-13.57,12.0,13.0,33.3,4.72,4665.66,0,1,5.5,28.92,19.84
6.6,510.0,0.0,0.0,-0.06,0.0,362.5,-14.02,12.0,13.0,33.3,4.72,4645.66,0,1,5.5,28.97,19.84
