Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.0,511.0,0.0,0.0,-0.04,0.0,385.4,-7.7,6.0,6.0,72.1,0.68,2280.0,0,1,5.0,6.0,10.0
0.1,511.0,0.0,0.0,-0.04,0.0,385.35,-7.63,6.0,6.0,72.1,0.68,2280.0,0,1,5.0,6.0,10.0
0.2,511.0,0.0,0.0,0.0,0.0,385.2,-7.43,6.0,6.0,72.1,1.6,2337.71,0,1,5.0,6.0,10.0
0.3,511.0,0.0,0.0,-0.03,0.0,385.1,-7.5,6.0,6.0,72.1,1.6,2437.7,0,1,5.0,6.0,10.0
0.4,511.0,0.0,0.0,-0.02,0.0,385.1,-8.05,6.0,6.0,72.1,1.6,2537.7,0,1,5.0,6.0,10.0
0.5,511.0,0.0,0.0,0.0,0.0,385.06,-8.4,6.0,6.0,72.1,1.6,2637.69,0,1,5.0,6.0,10.0
0.6,511.0,0.0,0.0,0.0,0.0,384.96,-8.4,6.0,6.0,72.1,1.6,2749.22,0,1,5.0,6.0,10.0
0.7,511.0,0.0,0.0,-0.03,0.0,384.9,-8.47,6.0,6.0,72.1,1.6,2869.22,0,1,5.0,6.0,10.0
0.8,511.0,0.0,0.0,-0.02,0.0,384.9,-8.67,6.0,6.0,72.1,1.6,2977.67,0,1,5.0,6.0,10.0
0.9,511.0,0.0,0.0,-0.03,0.0,384.88,-9.07,6.0,6.0,72.1,1.6,3077.66,0,1,5.0,6.0,10.0
1.0,511.0,0.0,0.0,-0.02,0.0,384.83,-9.82,6.0,6.0,72.1,1.6,3177.66,0,1,5.0,6.0,10.0
1.1,511.0,0.0,0.0,-0.02,0.0,384.76,-10.03,6.0,6.0,72.1,1.6,3277.65,0,1,5.0,6.0,10.0
1.2,511.0,0.0,0.0,-0.02,0.0,384.66,-9.28,6.0,6.0,72.1,2.68,3377.65,0,1,5.0,6.0,10.0
1.3,511.0,0.0,0.0,-0.02,0.0,384.6,-9.25,6.0,6.0,72.1,2.68,3477.64,0,1,5.0,6.0,10.0
1.4,511.0,0.0,0.0,-0.03,0.0,384.6,-10.5,6.0,6.0,72.1,2.68,3589.16,0,1,5.0,6.0,10.0
1.5,511.0,0.0,0.0,-0.04,0.0,384.56,-11.17,6.0,6.0,72.1,2.68,3709.16,0,1,5.0,6.0,10.0
1.6,511.0,0.0,0.0,-0.04,0.0,384.46,-10.82,6.0,6.0,72.1,2.68,3817.62,0,1,5.0,6.0,10.0
1.7,511.0,0.0,0.0,-0.04,0.0,384.4,-10.96,6.0,6.0,72.1,2.68,3917.61,0,1,5.0,6.0,10.0
1.8,511.0,0.0,0.0,-0.02,0.0,384.4,-11.96,6.0,6.0,72.1,2.68,4017.61,0,1,5.0,6.0,10.0
1.9,511.0,0.0,0.0,-0.02,0.0,384.36,-12.6,6.0,6.0,72.1,2.68,4117.6,0,1,5.0,6.0,10.0
2.0,511.0,0.0,0.0,0.0,0.0,384.26,-12.6,6.0,6.0,72.1,2.68,4217.6,0,1,5.0,6.0,10.0
2.1,511.0,0.0,0.0,-0.01,0.0,384.2,-12.53,6.0,6.0,72.1,2.68,4317.59,0,1,5.0,6.0,10.0
