Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],dSoC [%p],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.10000000000002274,484.68,12.84,-46.6,-0.99,1.0,379.6,38.88,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.47
0.20000000000004547,484.68,16.0,-43.5,-1.04,1.0,379.0,34.08,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.49
0.2999999999999545,484.68,17.11,-35.9,-0.84,1.0,378.23,28.07,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.5
0.39999999999997726,484.68,17.28,-26.3,-0.76,1.0,377.43,21.82,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.49
0.5,484.68,17.37,-29.0,-0.72,1.0,377.34,21.43,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.47
0.6000000000000227,484.68,16.98,-28.7,-0.69,0.8,377.39,22.18,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.46
0.7000000000000455,484.68,15.99,-29.9,-0.74,0.0,377.61,24.43,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.44
0.7999999999999545,484.68,12.08,-32.5,-0.88,0.0,377.86,26.99,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.42
0.8999999999999773,484.68,6.46,-39.6,-0.98,0.0,378.99,36.07,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.41
1.0,484.68,5.98,-53.7,-1.27,0.0,380.29,46.42,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.39
1.1000000000000227,484.68,6.13,-67.7,-1.54,1.0,380.92,50.4,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.37
1.2000000000000455,484.68,6.58,-70.7,-1.48,1.0,381.42,53.15,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.36
1.2999999999999545,484.68,7.65,-64.1,-1.42,1.0,381.12,50.21,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.34
1.3999999999999773,484.68,8.58,-61.9,-1.27,1.0,380.67,46.16,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.35
1.5,484.68,8.58,-58.4,-1.25,1.0,380.39,44.29,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.37
1.6000000000000227,484.68,8.82,-57.1,-1.31,1.0,380.14,42.84,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.39
1.7000000000000455,484.68,9.44,-57.5,-1.26,1.0,380.02,41.22,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.4
1.7999999999999545,484.68,9.46,-55.9,-1.16,1.0,379.92,39.57,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.42
1.8999999999999773,484.68,9.0,-55.6,-1.28,1.0,379.9,40.01,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.44
2.0,484.67,6.61,-57.0,-1.23,1.0,379.9,40.86,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.45
2.1000000000000227,484.67,5.13,-62.61,-1.47,1.0,380.36,43.97,10.0,10.0,0.03999999999999915,1.12,1160.0,0,1,4.5,45.5,22.47
2.2000000000000455,484.67,3.88,-70.3,-1.51,1.0,380.91,47.52,10.0,10.0,0.04999999999999716,1.12,1160.0,0,1,4.5,45.5,22.49
2.2999999999999545,484.67,4.02,-72.4,-1.56,1.0,380.96,48.02,10.0,10.0,0.00999999999999801,1.12,1160.0,0,1,4.5,45.5,22.5
2.3999999999999773,484.67,4.79,-73.5,-1.52,1.0,380.91,47.92,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.49
2.5,484.67,6.26,-70.0,-1.51,1.0,380.61,44.46,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.47
2.6000000000000227,484.67,8.57,-67.5,-1.41,1.0,380.26,40.36,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.46
2.7000000000000455,484.67,12.42,-61.18,-1.24,1.0,379.36,33.54,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.44
2.7999999999999545,484.67,17.56,-49.39,-0.99,1.0,378.36,26.19,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.42
2.8999999999999773,484.67,18.38,-35.79,-0.8,1.0,377.53,19.34,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.41
3.0,484.67,18.38,-27.3,-0.63,1.0,376.73,12.59,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.39
3.1000000000000227,484.67,18.2,-25.59,-0.69,1.0,376.56,12.42,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.37
3.2000000000000455,484.67,18.2,-26.41,-0.72,0.8,376.51,13.52,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.36
3.2999999999999545,484.67,18.2,-27.31,-0.74,0.0,376.54,13.36,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.34
3.3999999999999773,484.67,18.05,-27.5,-0.71,0.0,376.59,12.96,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.34
3.5,484.67,17.82,-28.0,-0.67,0.0,376.6,13.36,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.34
3.6000000000000227,484.67,16.73,-27.5,-0.74,0.0,376.6,13.91,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.34
3.7000000000000455,484.67,15.36,-31.2,-0.81,0.0,376.89,16.01,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.34
3.7999999999999545,484.67,14.35,-36.7,-0.93,0.0,377.24,18.41,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.34
3.8999999999999773,484.67,14.18,-40.0,-0.99,0.0,377.38,19.72,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.34
4.0,484.67,14.35,-41.6,-1.08,0.0,377.48,20.82,10.0,10.0,0.0,1.12,1160.0,0,1,4.5,45.5,22.34
4.100000000000023,484.67,14.41,-40.4,-1.08,0.0,377.42,19.95,10.0,10.0,0.0,1.12,1176.79,0,1,4.5,45.5,22.34
4.2000000000000455,484.67,14.7,-40.3,-1.02,0.0,377.32,18.7,10.0,10.0,0.0,1.12,1196.79,0,1,4.5,45.5,22.34
4.2999999999999545,484.67,16.71,-38.9,-0.95,0.0,376.96,16.11,10.0,10.0,0.0,1.12,1200.0,0,1,4.5,45.5,22.34
4.399999999999977,484.67,17.13,-32.98,-0.81,0.0,376.56,13.26,10.0,10.0,0.0,1.12,1200.0,0,1,4.5,45.5,22.34
4.5,484.67,17.25,-29.0,-0.9,0.0,376.5,12.26,10.0,10.0,0.0,1.12,1200.0,0,1,4.5,45.5,22.34
4.600000000000023,484.67,19.25,-31.0,-1.09,0.0,376.5,11.61,10.0,10.0,0.0,1.12,1200.0,0,1,4.5,45.5,22.34
4.7000000000000455,484.67,23.33,-25.9,-0.91,0.0,375.96,7.73,10.0,10.0,0.0,1.12,1200.0,0,1,4.5,45.5,22.34
4.7999999999999545,484.67,27.75,-18.09,-0.66,0.0,375.3,3.23,10.0,10.0,0.0,1.12,1200.0,0,1,4.5,45.5,22.34
4.899999999999977,484.67,29.91,-3.79,-0.53,0.0,374.82,-0.86,10.0,10.0,0.0,1.12,1200.0,0,1,4.5,45.5,22.34
5.0,484.66,32.29,0.21,-0.43,0.0,374.37,-4.85,10.0,10.0,0.0,1.12,1200.0,0,1,4.5,45.5,22.34
5.100000000000023,484.66,33.28,2.6,-0.43,0.0,374.17,-5.5,10.0,10.0,0.0,1.2,1200.0,0,1,4.5,45.5,22.34
5.2000000000000455,484.66,34.54,2.9,-0.4,0.0,374.02,-5.5,10.0,10.0,0.0,1.19,1200.0,0,1,4.5,45.5,22.34
5.2999999999999545,484.66,35.73,2.71,-0.46,0.0,373.87,-7.22,10.0,10.0,0.0,1.19,1200.0,0,1,4.5,45.5,22.34
