Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],dSoC [%p],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.09999999999990905,549.66,31.25,7.45,-0.1,0.0,383.15,-7.36,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
0.20000000000004547,549.66,31.25,5.45,0.04,0.0,383.25,-6.21,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
0.2999999999999545,549.66,31.1,3.5,0.02,0.0,383.3,-5.51,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
0.40000000000009095,549.67,31.1,3.45,-0.16,0.0,383.3,-5.31,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
0.5,549.67,31.25,3.89,-0.08,0.0,383.37,-4.54,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
0.599999999999909,549.68,31.25,1.5,0.0,0.0,383.52,-3.14,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
0.7000000000000455,549.68,31.26,0.55,-0.03,0.0,383.6,-2.23,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
0.7999999999999545,549.69,31.38,0.5,-0.13,0.0,383.6,-1.88,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
0.900000000000091,549.69,31.7,0.0,-0.14,0.0,383.6,-1.91,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
1.0,549.7,31.7,1.0,-0.08,0.0,383.6,-2.36,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
1.099999999999909,549.7,32.03,1.05,-0.13,0.0,383.58,-2.79,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
1.2000000000000455,549.7,32.03,2.0,-0.18,0.0,383.53,-3.19,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
1.2999999999999545,549.71,32.18,1.5,-0.17,0.0,383.52,-3.31,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
1.400000000000091,549.71,31.87,1.5,-0.15,0.0,383.57,-3.11,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
1.5,549.72,32.03,1.5,-0.1,0.0,383.6,-2.93,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
1.599999999999909,549.72,31.85,1.0,-0.06,0.0,383.6,-2.78,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
1.7000000000000455,549.73,31.55,1.0,-0.04,0.0,383.6,-2.72,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
1.7999999999999545,549.73,31.69,0.95,-0.16,0.0,383.6,-2.77,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
1.900000000000091,549.73,31.84,0.95,-0.15,0.0,383.6,-2.87,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
2.0,549.74,31.7,1.5,-0.04,0.0,383.6,-3.02,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
2.099999999999909,549.74,31.55,1.55,-0.04,0.0,383.62,-2.98,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
2.2000000000000455,549.75,31.55,1.5,-0.1,0.0,383.67,-2.73,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
2.2999999999999545,549.75,31.53,1.0,-0.05,0.0,383.7,-2.48,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
2.400000000000091,549.76,30.55,0.5,-0.11,0.0,383.7,-2.23,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
2.5,549.76,29.38,0.0,-0.15,0.0,383.72,-1.65,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
2.599999999999909,549.77,29.38,0.0,-0.08,0.0,383.77,-0.7,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
2.7000000000000455,549.77,29.2,-2.45,-0.11,0.0,383.8,-0.29,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
2.7999999999999545,549.77,29.06,0.0,-0.19,0.0,383.8,-0.49,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
2.900000000000091,549.78,28.91,-1.34,-0.21,0.0,383.82,-0.43,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
3.0,549.78,28.13,0.0,-0.17,0.0,383.87,-0.08,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
3.099999999999909,549.79,28.28,-2.61,-0.17,0.0,383.92,0.41,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
3.2000000000000455,549.79,28.13,-3.45,-0.19,0.0,383.97,1.06,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
3.2999999999999545,549.8,28.11,-3.5,-0.16,0.0,384.0,1.33,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
3.400000000000091,549.8,28.0,-3.0,-0.23,0.0,384.0,1.18,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
3.5,549.8,27.64,-2.55,-0.25,0.0,384.05,1.74,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
3.599999999999909,549.81,27.53,-4.06,-0.22,0.0,384.15,3.09,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
3.7000000000000455,549.81,27.04,-5.5,-0.19,0.0,384.2,3.85,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
3.7999999999999545,549.82,26.58,-5.0,-0.17,0.0,384.2,3.95,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
3.900000000000091,549.82,26.58,-6.56,-0.25,0.0,384.22,4.12,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
4.0,549.83,26.06,-6.94,-0.25,0.0,384.27,4.37,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
4.099999999999909,549.83,25.01,-7.11,-0.31,0.0,384.37,5.4,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
4.2000000000000455,549.84,24.9,-10.56,-0.43,0.0,384.52,7.3,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
4.2999999999999545,549.84,23.6,-11.5,-0.35,0.0,384.62,8.51,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
4.400000000000091,549.84,21.8,-10.56,-0.43,0.0,384.67,8.96,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
4.5,549.85,21.94,-14.56,-0.49,0.0,384.77,10.03,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
4.599999999999909,549.85,22.25,-17.0,-0.67,0.0,384.92,11.78,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
4.7000000000000455,549.86,22.4,-17.61,-0.5,0.0,384.98,12.51,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
4.7999999999999545,549.86,23.27,-17.0,-0.38,0.0,384.93,12.11,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
4.900000000000091,549.87,25.36,-16.78,-0.22,0.0,384.76,9.84,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
5.0,549.87,24.37,-7.91,0.04,0.0,384.46,5.49,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
5.099999999999909,549.87,22.73,-6.03,-0.2,0.0,384.44,5.07,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
5.2000000000000455,549.88,23.66,-14.12,-0.45,0.0,384.74,9.02,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
5.2999999999999545,549.88,24.1,-15.47,-0.28,0.0,384.85,10.44,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
5.400000000000091,549.89,23.47,-13.47,-0.37,0.0,384.75,9.04,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
5.5,549.89,23.13,-13.56,-0.68,0.0,384.75,8.75,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
5.599999999999909,549.9,24.1,-13.5,-0.79,0.0,384.85,9.7,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
5.7000000000000455,549.9,23.81,-12.65,-0.25,0.0,384.85,9.56,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
5.7999999999999545,549.91,23.33,-14.53,-0.35,0.0,384.75,8.21,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
5.900000000000091,549.91,22.41,-12.18,-0.24,0.0,384.75,8.19,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
6.0,549.91,22.73,-15.97,-0.26,0.0,384.85,9.64,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
6.099999999999909,549.92,22.54,-16.47,-0.47,0.0,384.92,10.49,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
6.2000000000000455,549.92,22.39,-16.97,-0.51,0.0,384.97,10.69,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
6.2999999999999545,549.93,21.79,-17.5,-0.51,0.0,385.02,11.04,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
6.400000000000091,549.93,21.29,-19.47,-0.47,0.0,385.07,11.54,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
6.5,549.94,19.88,-18.53,-0.43,0.0,385.15,12.54,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
6.599999999999909,549.94,16.3,-22.53,-0.53,0.0,385.25,14.09,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
6.7000000000000455,549.95,10.17,-25.96,-0.64,0.0,385.56,18.65,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
6.7999999999999545,549.95,4.91,-36.01,-0.89,0.0,386.11,26.55,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
6.900000000000091,549.95,0.02,-51.41,-1.23,0.0,386.76,35.18,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
7.0,549.96,0.0,-64.95,-1.52,1.0,387.51,44.63,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.67
7.099999999999909,549.96,0.0,-81.47,-1.77,1.0,387.97,49.84,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.66
7.2000000000000455,549.97,0.0,-86.5,-1.86,1.0,388.12,50.34,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.64
7.2999999999999545,549.97,0.0,-86.48,-1.72,1.0,388.15,49.84,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.63
7.400000000000091,549.98,0.0,-84.48,-1.74,1.0,388.05,48.24,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.61
7.5,549.98,0.85,-83.5,-1.74,1.0,387.93,46.31,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.59
7.599999999999909,549.98,1.77,-81.02,-1.64,1.0,387.78,44.01,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.58
7.7000000000000455,549.99,3.15,-78.51,-1.6,1.0,387.63,41.64,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.56
7.7999999999999545,549.99,3.62,-75.51,-1.58,1.0,387.48,39.19,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.54
7.900000000000091,550.0,4.25,-72.52,-1.55,1.0,387.33,36.69,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.53
8.0,550.0,7.33,-72.5,-1.49,1.0,387.18,34.14,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.51
8.099999999999909,550.01,8.43,-65.03,-1.41,1.0,386.98,31.4,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
8.200000000000045,550.01,8.43,-57.51,-1.28,1.0,386.73,28.45,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
8.299999999999955,550.02,8.3,-59.48,-1.18,1.0,386.6,26.88,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
8.400000000000091,550.02,7.5,-60.0,-1.24,1.0,386.6,26.83,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
8.5,550.02,6.42,-61.0,-1.34,1.0,386.62,27.04,22,22,0.020000000000010232,0.0,0,0.0,1,18.0,10.5,20.5
8.599999999999909,550.03,6.58,-66.49,-1.36,1.0,386.67,27.54,22,22,0.04999999999999716,0.0,0,0.0,1,18.0,10.5,20.5
8.700000000000045,550.03,7.05,-65.51,-1.38,1.0,386.65,26.95,22,22,0.030000000000001137,0.0,0,0.0,1,18.0,10.5,20.5
8.799999999999955,550.04,8.41,-64.01,-1.34,1.0,386.55,25.15,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
8.900000000000091,550.04,10.91,-60.49,-1.2,1.0,386.38,22.49,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
9.0,550.05,13.53,-51.54,-1.09,1.0,386.13,18.89,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
9.099999999999909,550.05,15.42,-44.02,-0.99,1.0,385.88,15.58,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
9.200000000000045,550.05,17.12,-36.52,-0.8,1.0,385.63,12.58,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
9.299999999999955,550.06,17.28,-30.52,-0.67,1.0,385.48,10.91,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
9.400000000000091,550.06,16.8,-29.99,-0.7,1.0,385.43,10.71,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
9.5,550.07,14.19,-32.49,-0.79,1.0,385.47,11.48,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
9.599999999999909,550.07,13.1,-38.96,-0.89,0.0,385.62,13.33,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
9.700000000000045,550.08,13.25,-46.46,-0.98,0.0,385.7,14.21,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
9.799999999999955,550.08,13.25,-46.01,-0.97,0.0,385.7,14.01,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
9.900000000000091,550.09,13.7,-43.52,-0.93,0.0,385.65,13.43,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
10.0,550.09,14.62,-43.01,-0.9,0.0,385.55,12.43,22,22,0.0,0.0,0,0.0,1,18.0,10.5,20.5
10.099999999999909,550.09,15.6,-39.52,-0.81,0.0,385.45,11.35,22,22,0.0,0.0,0,0.0,1,18.0,10.53,20.5
10.200000000000045,550.1,15.87,-35.02,-0.71,0.0,385.35,10.2,22,22,0.0,0.0,0,0.0,1,18.0,10.58,20.5
10.299999999999955,550.1,16.2,-34.51,-0.77,0.0,385.3,9.27,22,22,0.0,0.0,0,0.0,1,18.0,10.63,20.5
10.400000000000091,550.11,17.12,-35.49,-0.77,0.0,385.3,8.57,22,22,0.0,0.0,0,0.0,1,18.0,10.68,20.5
