Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],dSoC [%p],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.10000000000002274,597.0,0.0,0.0,0.0,0.0,386.2,-4.74,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
0.19999999999998863,597.02,0.0,0.0,-0.03,0.0,386.2,-4.71,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
0.30000000000001137,597.05,0.0,0.0,0.0,0.0,386.2,-4.76,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
0.39999999999997726,597.07,0.0,0.0,0.05,0.0,386.2,-4.79,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
0.5,597.09,0.0,0.0,0.02,0.0,386.2,-4.74,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
0.6000000000000227,597.12,0.0,0.0,-0.01,0.0,386.19,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
0.6999999999999886,597.14,0.0,0.0,-0.01,0.0,386.14,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
0.8000000000000114,597.16,0.0,0.0,-0.02,0.0,386.11,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
0.8999999999999773,597.19,0.0,0.0,-0.01,0.0,386.16,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
1.0,597.21,0.0,0.0,0.01,0.0,386.2,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
1.1000000000000227,597.23,0.0,0.0,0.0,0.0,386.2,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
1.1999999999999886,597.26,0.0,0.0,-0.04,0.0,386.2,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
1.3000000000000114,597.28,0.0,0.0,-0.04,0.0,386.2,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
1.3999999999999773,597.3,0.0,0.0,-0.03,0.0,386.2,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
1.5,597.33,0.0,0.0,-0.02,0.0,386.2,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
1.6000000000000227,597.35,0.0,0.0,-0.02,0.0,386.2,-4.7,28.0,28.0,0.0,0.0,0,1.32,1,30.0,5.0,30.01
