Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],dSoC [%p],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.09999999999990905,543.44,0.0,16.0,0.01,0.0,359.81,-38.09,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
0.1999999999998181,543.42,0.0,16.25,-0.09,0.0,359.86,-38.59,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
0.3000000000001819,543.4,0.0,16.0,-0.03,0.0,359.9,-38.83,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
0.40000000000009095,543.38,0.0,15.5,-0.03,0.0,359.9,-37.83,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
0.5,543.36,0.0,15.75,-0.18,0.0,359.92,-37.0,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
0.599999999999909,543.34,0.0,16.0,-0.19,0.0,360.02,-37.0,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
0.6999999999998181,543.32,0.0,15.25,0.14,0.0,360.08,-36.91,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
0.8000000000001819,543.3,0.0,15.0,0.2,0.0,359.98,-36.41,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
0.900000000000091,543.28,0.0,15.0,0.04,0.0,359.92,-36.07,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
1.0,543.26,0.0,15.25,0.08,0.0,360.02,-36.47,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
1.099999999999909,543.24,0.0,14.75,0.07,0.0,360.09,-36.71,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
1.199999999999818,543.22,0.0,14.75,-0.03,0.0,360.04,-36.16,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
1.300000000000182,543.2,0.0,14.75,-0.05,0.0,360.01,-35.73,12.0,13.0,0.0,1.52,1560.0,0.0,1,3.5,40.0,25.51
