Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],dSoC [%p],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.10000000000002274,560.73863,3.95,-72.0,-1.466,1.0,390.88865,8.05251,17.0,17,0.0,1.08,1040.0,0.24613,1,19.0,17.0,27.1721
0.20000000000004547,560.7413,3.95,-73.0,-1.44179,1.0,390.83865,7.40248,17.0,17,0.0,1.08,1040.0,0.24112,1,19.0,17.0,27.1721
0.2999999999999545,560.74396,3.8,-73.0,-1.42214,1.0,390.7773,6.673,17.0,17,0.0,1.08,1040.0,0.24,1,19.0,17.0,27.1721
0.39999999999997726,560.74663,3.625,-73.27711,-1.46215,1.0,390.6773,5.673,17.0,17,0.0,1.08,1040.0,0.24,1,19.0,17.0,27.1721
0.5,560.74929,3.8,-73.38883,-1.486,1.0,390.58865,4.72974,17.0,17,0.0,1.08,1040.0,0.24,1,19.0,17.0,27.1721
0.6000000000000227,560.75195,3.66608,-73.61164,-1.43758,1.0,390.53865,3.9797,17.0,17,0.0,1.08,1040.0,0.24,1,19.0,17.0,27.1721
0.7000000000000455,560.75462,3.625,-73.61111,-1.41445,1.0,390.47729,3.26374,17.0,17,0.0,1.08,1055.03525,0.24,1,19.0,17.0,27.1721
0.7999999999999545,560.75728,3.625,-72.88875,-1.45368,1.0,390.37729,2.66374,17.0,17,0.0,1.08,1075.03425,0.24,1,19.0,17.0,27.1721
0.8999999999999773,560.75995,3.625,-73.87035,-1.406,1.0,390.28865,1.92748,17.0,17,0.0,1.08,1080.0,0.24,1,19.0,17.0,27.1721
1.0,560.76261,3.8,-73.0,-1.42216,1.0,390.23865,0.72748,17.0,17,0.0,1.08,1080.0,0.24,1,19.0,17.0,27.1721
1.1000000000000227,560.76527,3.90723,-73.22636,-1.446,1.0,390.17729,-0.29083,17.0,17,0.0,1.08,1080.0,0.32,1,19.0,17.0,27.1721
1.2000000000000455,560.76794,4.98414,-72.33933,-1.4218,1.0,390.0773,-0.69079,17.0,17,0.0,1.08,1080.0,0.32,1,19.0,17.0,27.1721
